218.000000,64.000000,53.000000
218.396825,64.873016,52.698413
218.793651,65.746032,52.396825
219.190476,66.619048,52.095238
219.587302,67.492063,51.793651
219.984127,68.365079,51.492063
220.380952,69.238095,51.190476
220.777778,70.111111,50.888889
221.174603,70.984127,50.587302
221.571429,71.857143,50.285714
221.968254,72.730159,49.984127
222.365079,73.603175,49.682540
222.761905,74.476190,49.380952
223.158730,75.349206,49.079365
223.555556,76.222222,48.777778
223.952381,77.095238,48.476190
224.349206,77.968254,48.174603
224.746032,78.841270,47.873016
225.142857,79.714286,47.571429
225.539683,80.587302,47.269841
225.936508,81.460317,46.968254
226.333333,82.333333,46.666667
226.730159,83.206349,46.365079
227.126984,84.079365,46.063492
227.523810,84.952381,45.761905
227.920635,85.825397,45.460317
228.317460,86.698413,45.158730
228.714286,87.571429,44.857143
229.111111,88.444444,44.555556
229.507937,89.317460,44.253968
229.904762,90.190476,43.952381
230.301587,91.063492,43.650794
230.698413,91.936508,43.349206
231.095238,92.809524,43.047619
231.492063,93.682540,42.746032
231.888889,94.555556,42.444444
232.285714,95.428571,42.142857
232.682540,96.301587,41.841270
233.079365,97.174603,41.539683
233.476190,98.047619,41.238095
233.873016,98.920635,40.936508
234.269841,99.793651,40.634921
234.666667,100.666667,40.333333
235.063492,101.539683,40.031746
235.460317,102.412698,39.730159
235.857143,103.285714,39.428571
236.253968,104.158730,39.126984
236.650794,105.031746,38.825397
237.047619,105.904762,38.523810
237.444444,106.777778,38.222222
237.841270,107.650794,37.920635
238.238095,108.523810,37.619048
238.634921,109.396825,37.317460
239.031746,110.269841,37.015873
239.428571,111.142857,36.714286
239.825397,112.015873,36.412698
240.222222,112.888889,36.111111
240.619048,113.761905,35.809524
241.015873,114.634921,35.507937
241.412698,115.507937,35.206349
241.809524,116.380952,34.904762
242.206349,117.253968,34.603175
242.603175,118.126984,34.301587
243.000000,119.000000,34.000000
243.000000,119.000000,34.000000
243.063492,120.666667,35.666667
243.126984,122.333333,37.333333
243.190476,124.000000,39.000000
243.253968,125.666667,40.666667
243.317460,127.333333,42.333333
243.380952,129.000000,44.000000
243.444444,130.666667,45.666667
243.507937,132.333333,47.333333
243.571429,134.000000,49.000000
243.634921,135.666667,50.666667
243.698413,137.333333,52.333333
243.761905,139.000000,54.000000
243.825397,140.666667,55.666667
243.888889,142.333333,57.333333
243.952381,144.000000,59.000000
244.015873,145.666667,60.666667
244.079365,147.333333,62.333333
244.142857,149.000000,64.000000
244.206349,150.666667,65.666667
244.269841,152.333333,67.333333
244.333333,154.000000,69.000000
244.396825,155.666667,70.666667
244.460317,157.333333,72.333333
244.523810,159.000000,74.000000
244.587302,160.666667,75.666667
244.650794,162.333333,77.333333
244.714286,164.000000,79.000000
244.777778,165.666667,80.666667
244.841270,167.333333,82.333333
244.904762,169.000000,84.000000
244.968254,170.666667,85.666667
245.031746,172.333333,87.333333
245.095238,174.000000,89.000000
245.158730,175.666667,90.666667
245.222222,177.333333,92.333333
245.285714,179.000000,94.000000
245.349206,180.666667,95.666667
245.412698,182.333333,97.333333
245.476190,184.000000,99.000000
245.539683,185.666667,100.666667
245.603175,187.333333,102.333333
245.666667,189.000000,104.000000
245.730159,190.666667,105.666667
245.793651,192.333333,107.333333
245.857143,194.000000,109.000000
245.920635,195.666667,110.666667
245.984127,197.333333,112.333333
246.047619,199.000000,114.000000
246.111111,200.666667,115.666667
246.174603,202.333333,117.333333
246.238095,204.000000,119.000000
246.301587,205.666667,120.666667
246.365079,207.333333,122.333333
246.428571,209.000000,124.000000
246.492063,210.666667,125.666667
246.555556,212.333333,127.333333
246.619048,214.000000,129.000000
246.682540,215.666667,130.666667
246.746032,217.333333,132.333333
246.809524,219.000000,134.000000
246.873016,220.666667,135.666667
246.936508,222.333333,137.333333
247.000000,224.000000,139.000000
247.000000,224.000000,139.000000
245.634921,223.746032,138.809524
244.269841,223.492063,138.619048
242.904762,223.238095,138.428571
241.539683,222.984127,138.238095
240.174603,222.730159,138.047619
238.809524,222.476190,137.857143
237.444444,222.222222,137.666667
236.079365,221.968254,137.476190
234.714286,221.714286,137.285714
233.349206,221.460317,137.095238
231.984127,221.206349,136.904762
230.619048,220.952381,136.714286
229.253968,220.698413,136.523810
227.888889,220.444444,136.333333
226.523810,220.190476,136.142857
225.158730,219.936508,135.952381
223.793651,219.682540,135.761905
222.428571,219.428571,135.571429
221.063492,219.174603,135.380952
219.698413,218.920635,135.190476
218.333333,218.666667,135.000000
216.968254,218.412698,134.809524
215.603175,218.158730,134.619048
214.238095,217.904762,134.428571
212.873016,217.650794,134.238095
211.507937,217.396825,134.047619
210.142857,217.142857,133.857143
208.777778,216.888889,133.666667
207.412698,216.634921,133.476190
206.047619,216.380952,133.285714
204.682540,216.126984,133.095238
203.317460,215.873016,132.904762
201.952381,215.619048,132.714286
200.587302,215.365079,132.523810
199.222222,215.111111,132.333333
197.857143,214.857143,132.142857
196.492063,214.603175,131.952381
195.126984,214.349206,131.761905
193.761905,214.095238,131.571429
192.396825,213.841270,131.380952
191.031746,213.587302,131.190476
189.666667,213.333333,131.000000
188.301587,213.079365,130.809524
186.936508,212.825397,130.619048
185.571429,212.571429,130.428571
184.206349,212.317460,130.238095
182.841270,212.063492,130.047619
181.476190,211.809524,129.857143
180.111111,211.555556,129.666667
178.746032,211.301587,129.476190
177.380952,211.047619,129.285714
176.015873,210.793651,129.095238
174.650794,210.539683,128.904762
